timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,wue,cloud_provider,cloud_region
2026-09-16T20:21:26,codecarbon,8d82da58-5c6c-46ac-9bad-fcbcffc126b7,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,1.5657583720000048,2.561970234886978e-06,1.6362487857015082e-06,4.5138915,2.585090612918387,10.0,1.3265099941864294e-06,1.1213897860001126e-06,2.9337412222222134e-06,5.381641002408755e-06,0.0,United States,USA,texas,Linux-5.15.153.1-microsoft-standard-WSL2-x86_64-with-glibc2.35,3.12.13,3.2.0,2,AMD Ryzen 5 4600H with Radeon Graphics,1,1 x NVIDIA GeForce GTX 1650,-95.6599,29.8478,3.829395294189453,machine,N,1.0,0.0,,
2026-09-17T19:34:06,codecarbon,fb8b2f76-01c3-49f8-859d-263550b6ec62,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,1.705153686999438,7.632481122291449e-06,4.476125044025996e-06,22.631733562500003,10.965645194541871,10.0,7.530628157860258e-06,5.1858374819982456e-06,3.316223888888696e-06,1.6032689528747198e-05,0.0,United States,USA,texas,Linux-5.15.153.1-microsoft-standard-WSL2-x86_64-with-glibc2.35,3.12.13,3.2.0,2,AMD Ryzen 5 4600H with Radeon Graphics,1,1 x NVIDIA GeForce GTX 1650,-95.6599,29.8478,3.829395294189453,machine,N,1.0,0.0,,
