timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,wue
2026-09-17T23:27:48,codecarbon,6650c2cd-82db-4107-b908-43bd1b7e7523,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,2992.602469415,0.009682123385186621,3.2353523343443948e-06,10.561843741968293,4.589154907767938,10.0,0.008488574653440379,0.0038149816630939984,0.008034584810386094,0.02033814112692048,0.0,United States,USA,texas,,,Linux-5.15.153.1-microsoft-standard-WSL2-x86_64-with-glibc2.35,3.12.13,3.2.0,2,AMD Ryzen 5 4600H with Radeon Graphics,1,1 x NVIDIA GeForce GTX 1650,-95.6599,29.8478,3.829395294189453,machine,N,1.0,0.0
