timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,wue
2026-09-17T22:38:00,codecarbon,7087e12e-3555-40d6-9d13-2cf9d6383c19,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,2760.2754973930005,0.009138938966600063,3.3108792855030318e-06,11.176234703832822,4.57455803272868,10.0,0.008280679725809894,0.0035064022495640036,0.0074100531011527596,0.019197135076526636,0.0,United States,USA,texas,,,Linux-5.15.153.1-microsoft-standard-WSL2-x86_64-with-glibc2.35,3.12.13,3.2.0,2,AMD Ryzen 5 4600H with Radeon Graphics,1,1 x NVIDIA GeForce GTX 1650,-95.6599,29.8478,3.829395294189453,machine,N,1.0,0.0
